reporter_name,person_involved,incident_date,incident_time,department,incident_description,location,label,was_injured,injury_description
Casey Bennett,Finley Holmes,15 December 2024,11:09,Logistics,high-voltage wiring was discovered before harm occurred.,Main Gate Security,Near Miss,No,N/A
Spencer Holmes,Taylor Hughes,22 July 2024,06:21,Operations,Worker nearly touched live wiring but avoided injury.,Office - Admin Block,Near Miss,No,N/A
Logan Fisher,Avery Ward,08 June 2025,07:58,Dockyard Operations,Worker nearly slipped on an oily surface but avoided injury.,Warehouse B,Near Miss,No,N/A
Cameron Walker,Peyton Hughes,11 January 2025,05:33,Finance,Worker nearly slipped on an oily surface but avoided injury.,Shipyard Pier,Near Miss,No,N/A
Sawyer Robinson,Jordan Bailey,08 June 2024,11:46,Environmental Services,high-voltage wiring was discovered before harm occurred.,Electrical Bay,Near Miss,No,N/A
Riley Mitchell,Avery Allen,15 August 2024,01:59,Warehouse,Unsecured ladder almost fell from ladder.,Engineering Workshop,Near Miss,No,N/A
Frankie Allen,Taylor Johnson,21 May 2025,08:12,Operations,high-voltage wiring was discovered before harm occurred.,Maintenance Shed,Near Miss,No,N/A
Frankie Brown,Morgan Pearson,15 January 2024,23:12,Communications,Unsecured ladder almost fell from scaffolding.,Reception Area,Near Miss,No,N/A
Harper Bailey,Chris West,12 June 2024,04:29,Environmental Services,Unsecured toolbox almost fell from ship deck.,Cafeteria,Near Miss,No,N/A
Drew Graham,Drew Reed,04 August 2024,08:03,Warehouse,Worker nearly slipped on an oily surface but avoided injury.,Dockyard South,Near Miss,No,N/A
Dakota Robinson,Blake Mitchell,14 January 2025,20:59,Engineering,Worker nearly stepped into an open hatch but avoided injury.,Dockyard South,Near Miss,No,N/A
Finley West,Reese Payne,12 May 2025,00:35,Warehouse,toxic fumes was discovered before harm occurred.,Maintenance Shed,Near Miss,No,N/A
Avery West,Emerson Ward,19 August 2024,09:20,Customer Service,toxic fumes was discovered before harm occurred.,Office - Admin Block,Near Miss,No,N/A
Logan Reed,Kai Lewis,16 February 2025,03:13,Training & Development,toxic fumes was discovered before harm occurred.,Shipyard Pier,Near Miss,No,N/A
Charlie Pearson,Frankie Fisher,12 November 2024,08:08,Dockyard Operations,Unsecured ladder almost fell from ladder.,Maintenance Shed,Near Miss,No,N/A
Elliot Walker,Drew Cooper,23 May 2024,10:35,Research & Development,Worker nearly slipped on an oily surface but avoided injury.,Warehouse B,Near Miss,No,N/A
Dakota Lewis,Rowan Hughes,15 June 2025,13:38,HR,toxic fumes was discovered before harm occurred.,Engineering Workshop,Near Miss,No,N/A
Jamie Murray,Riley Hughes,12 May 2024,19:35,Training & Development,Worker nearly touched live wiring but avoided injury.,Main Gate Security,Near Miss,No,N/A
Charlie Kennedy,Avery Mitchell,11 July 2025,12:13,HR,Worker nearly slipped on an oily surface but avoided injury.,Main Gate Security,Near Miss,No,N/A
Elliot Murray,Taylor Murray,04 June 2024,11:10,Dockyard Operations,Worker nearly stepped into an open hatch but avoided injury.,Engineering Workshop,Near Miss,No,N/A
Quinn Reed,Emerson Johnson,09 March 2024,07:28,Warehouse,Worker nearly slipped on an oily surface but avoided injury.,Reception Area,Near Miss,No,N/A
Logan Foster,Skyler Parker,13 July 2024,05:33,HR,Unsecured pipe almost fell from ship deck.,Warehouse A,Near Miss,No,N/A
Charlie Bailey,Morgan Bailey,22 October 2024,14:23,Logistics,Unsecured toolbox almost fell from ladder.,Dry Dock 1,Near Miss,No,N/A
Peyton Johnson,Morgan Robinson,23 April 2024,19:21,Warehouse,Worker nearly slipped on an oily surface but avoided injury.,Maintenance Shed,Near Miss,No,N/A
Riley Smith,Peyton Foster,10 January 2024,18:33,Health & Safety,toxic fumes was discovered before harm occurred.,Office - Admin Block,Near Miss,No,N/A
Spencer Walker,Kai Bailey,25 September 2024,01:42,Environmental Services,Worker nearly touched live wiring but avoided injury.,Training Room,Near Miss,No,N/A
Drew Morgan,Dakota Foster,06 January 2025,17:32,IT,Worker nearly touched live wiring but avoided injury.,Fuel Depot,Near Miss,No,N/A
Blake Murphy,Spencer Davis,13 July 2024,01:05,HR,asbestos was discovered before harm occurred.,Fleet Garage,Near Miss,No,N/A
Taylor Davis,Drew Graham,14 November 2024,16:06,Research & Development,Worker nearly touched live wiring but avoided injury.,Shipyard Pier,Near Miss,No,N/A
Elliot Lee,Jordan Ward,06 August 2025,01:19,HR,Worker nearly stepped into an open hatch but avoided injury.,Paint Shop,Near Miss,No,N/A
Alex Bailey,Elliot Smith,20 February 2024,21:48,Quality Assurance,Unsecured toolbox almost fell from ladder.,Cafeteria,Near Miss,No,N/A
Blake Murray,Blake Sullivan,10 July 2025,19:19,Health & Safety,Unsecured ladder almost fell from ship deck.,Dockyard North,Near Miss,No,N/A
Drew Morgan,Rowan Cooper,13 October 2024,12:54,Legal,Unsecured pipe almost fell from ladder.,Fleet Garage,Near Miss,No,N/A
Spencer Reed,Rowan Bailey,03 April 2024,10:30,Quality Assurance,Worker nearly stepped into an open hatch but avoided injury.,Cafeteria,Near Miss,No,N/A
Sawyer Pearson,Drew Morgan,04 May 2025,13:57,Training & Development,Unsecured toolbox almost fell from ship deck.,Fuel Depot,Near Miss,No,N/A
Rowan Foster,Reese Cooper,23 July 2024,07:28,Environmental Services,Unsecured toolbox almost fell from ship deck.,IT Server Room,Near Miss,No,N/A
Frankie Hughes,Spencer Pearson,07 May 2025,19:17,Facilities,toxic fumes was discovered before harm occurred.,Warehouse A,Near Miss,No,N/A
Rowan Bennett,Chris Murray,15 January 2025,03:28,Warehouse,high-voltage wiring was discovered before harm occurred.,Training Room,Near Miss,No,N/A
Chris Hughes,Reese Payne,27 December 2024,06:10,Finance,Worker nearly stepped into an open hatch but avoided injury.,Electrical Bay,Near Miss,No,N/A
Quinn Clark,Sawyer Kennedy,21 November 2024,22:34,Quality Assurance,Worker nearly stepped into an open hatch but avoided injury.,Dockyard South,Near Miss,No,N/A
Sawyer Smith,Sawyer Payne,16 February 2024,05:06,Logistics,Unsecured toolbox almost fell from scaffolding.,Maintenance Shed,Near Miss,No,N/A
Charlie Lewis,Finley Murphy,17 April 2024,21:39,Facilities,Worker nearly stepped into an open hatch but avoided injury.,Shipyard Pier,Near Miss,No,N/A
Riley Reed,Harper Parker,07 May 2024,09:36,Facilities,toxic fumes was discovered before harm occurred.,Dockyard South,Near Miss,No,N/A
Finley Bailey,Charlie Allen,27 April 2025,06:49,Warehouse,Unsecured toolbox almost fell from ship deck.,Maintenance Shed,Near Miss,No,N/A
Harper Robinson,Drew Payne,10 September 2024,15:14,Ship Maintenance,Worker nearly stepped into an open hatch but avoided injury.,Fleet Garage,Near Miss,No,N/A
Casey Morgan,Sawyer Kennedy,26 November 2024,23:47,Fleet Management,Unsecured pipe almost fell from ship deck.,Engineering Workshop,Near Miss,No,N/A
Charlie Bennett,Harper Morgan,26 April 2025,14:20,Ship Maintenance,Unsecured pipe almost fell from scaffolding.,Electrical Bay,Near Miss,No,N/A
Spencer Cooper,Chris Johnson,13 March 2024,05:35,Quality Assurance,Worker nearly slipped on an oily surface but avoided injury.,Dry Dock 1,Near Miss,No,N/A
Rowan Holmes,Taylor Smith,08 July 2025,13:46,Facilities,Worker nearly slipped on an oily surface but avoided injury.,Fleet Garage,Near Miss,No,N/A
Elliot Bennett,Skyler Brown,18 September 2024,07:36,Ship Maintenance,Unsecured toolbox almost fell from ship deck.,Office - Admin Block,Near Miss,No,N/A
Avery West,Frankie Holmes,21 October 2024,20:02,Operations,Unsecured ladder almost fell from ladder.,IT Server Room,Near Miss,No,N/A
Rowan Allen,Frankie Holmes,03 May 2024,05:59,Health & Safety,Worker nearly touched live wiring but avoided injury.,IT Server Room,Near Miss,No,N/A
Jamie Bennett,Logan Davis,12 February 2025,01:16,Security,Worker nearly slipped on an oily surface but avoided injury.,Cafeteria,Near Miss,No,N/A
Blake Graham,Charlie Reed,18 January 2024,04:02,Dockyard Operations,Unsecured toolbox almost fell from scaffolding.,Shipyard Pier,Near Miss,No,N/A
Frankie Morgan,Charlie Allen,01 October 2024,04:57,Logistics,Worker nearly stepped into an open hatch but avoided injury.,Paint Shop,Near Miss,No,N/A
Kai Holmes,Riley Morgan,16 March 2025,14:48,Communications,toxic fumes was discovered before harm occurred.,Office - Admin Block,Near Miss,No,N/A
Alex Graham,Logan Hughes,06 August 2024,14:48,Ship Maintenance,Unsecured pipe almost fell from ship deck.,Fuel Depot,Near Miss,No,N/A
Logan Allen,Frankie Parker,11 August 2024,08:34,Facilities,Worker nearly touched live wiring but avoided injury.,Paint Shop,Near Miss,No,N/A
Avery Payne,Logan Bennett,16 February 2025,08:21,Engineering,Worker nearly touched live wiring but avoided injury.,Dockyard South,Near Miss,No,N/A
Alex Parker,Frankie Payne,23 January 2024,20:23,HR,high-voltage wiring was discovered before harm occurred.,Dry Dock 2,Near Miss,No,N/A
Sawyer Bennett,Reese Robinson,25 October 2024,20:40,Facilities,Worker nearly touched live wiring but avoided injury.,Paint Shop,Near Miss,No,N/A
Alex Murphy,Dakota Cooper,07 July 2024,10:07,Fleet Management,Unsecured ladder almost fell from ladder.,Cafeteria,Near Miss,No,N/A
Avery Lee,Reese Murphy,05 May 2024,20:11,HR,Unsecured pipe almost fell from ladder.,Main Gate Security,Near Miss,No,N/A
Jamie Johnson,Drew Fisher,20 September 2024,16:44,Quality Assurance,toxic fumes was discovered before harm occurred.,Cafeteria,Near Miss,No,N/A
Cameron Davis,Kai Hughes,10 April 2024,17:10,Fleet Management,Worker nearly stepped into an open hatch but avoided injury.,Cafeteria,Near Miss,No,N/A
Charlie Graham,Casey Cooper,17 May 2024,10:32,Training & Development,Unsecured pipe almost fell from scaffolding.,Tool Crib,Near Miss,No,N/A
Jordan Hughes,Avery Murphy,02 December 2024,15:06,Logistics,Unsecured ladder almost fell from ladder.,Fleet Garage,Near Miss,No,N/A
Sydney West,Finley Sullivan,05 June 2024,05:50,Research & Development,Unsecured toolbox almost fell from ship deck.,Shipyard Pier,Near Miss,No,N/A
Charlie Foster,Dakota Lee,01 June 2024,19:56,Fleet Management,asbestos was discovered before harm occurred.,Tool Crib,Near Miss,No,N/A
Peyton Bailey,Casey Ward,19 January 2024,19:35,IT,high-voltage wiring was discovered before harm occurred.,Tool Crib,Near Miss,No,N/A
Chris Graham,Finley Allen,27 September 2024,09:30,Legal,Unsecured pipe almost fell from scaffolding.,Maintenance Shed,Near Miss,No,N/A
Jordan Robinson,Elliot Murphy,29 February 2024,05:33,Ship Maintenance,Worker nearly touched live wiring but avoided injury.,Cafeteria,Near Miss,No,N/A
Kai Morgan,Logan Kennedy,20 August 2024,12:44,Health & Safety,Unsecured ladder almost fell from ship deck.,Shipyard Pier,Near Miss,No,N/A
Morgan Morgan,Jamie Johnson,13 July 2025,01:42,Legal,Unsecured toolbox almost fell from ladder.,Engineering Workshop,Near Miss,No,N/A
Dakota Walker,Jesse Graham,25 January 2024,03:07,Communications,Worker nearly touched live wiring but avoided injury.,Dry Dock 1,Near Miss,No,N/A
Peyton West,Kai Pearson,11 September 2024,21:30,Communications,high-voltage wiring was discovered before harm occurred.,Fuel Depot,Near Miss,No,N/A
Elliot Payne,Cameron Clark,09 March 2024,18:34,Ship Maintenance,Worker nearly stepped into an open hatch but avoided injury.,Warehouse A,Near Miss,No,N/A
Quinn Foster,Peyton Lewis,01 October 2024,09:41,Security,Worker nearly stepped into an open hatch but avoided injury.,Fleet Garage,Near Miss,No,N/A
Morgan Bennett,Sydney Davis,04 June 2024,23:51,Legal,toxic fumes was discovered before harm occurred.,Cafeteria,Near Miss,No,N/A
Sawyer Smith,Frankie Murphy,23 October 2024,17:45,Communications,Worker nearly touched live wiring but avoided injury.,Tool Crib,Near Miss,No,N/A
Drew Smith,Chris Walker,10 September 2024,17:05,Communications,Worker nearly touched live wiring but avoided injury.,Warehouse A,Near Miss,No,N/A
Jordan Parker,Charlie Sullivan,19 August 2024,19:36,Health & Safety,Unsecured ladder almost fell from ladder.,Electrical Bay,Near Miss,No,N/A
Emerson Holmes,Finley Hughes,07 October 2024,06:36,IT,Worker nearly slipped on an oily surface but avoided injury.,Fuel Depot,Near Miss,No,N/A
Kai Allen,Logan Walker,28 January 2024,19:51,Finance,Worker nearly touched live wiring but avoided injury.,Dockyard South,Near Miss,No,N/A
Finley Allen,Peyton Morgan,22 April 2024,11:51,Ship Maintenance,asbestos was discovered before harm occurred.,Dry Dock 2,Near Miss,No,N/A
Logan Kennedy,Morgan Morgan,12 October 2024,09:23,Quality Assurance,Unsecured ladder almost fell from scaffolding.,Fleet Garage,Near Miss,No,N/A
Drew West,Frankie Reed,01 April 2024,01:59,Quality Assurance,Unsecured toolbox almost fell from ladder.,Main Gate Security,Near Miss,No,N/A
Quinn Allen,Jesse Allen,09 February 2024,14:51,Ship Maintenance,Unsecured pipe almost fell from ship deck.,Dockyard North,Near Miss,No,N/A
Jesse Bailey,Elliot Clark,16 October 2024,02:23,Facilities,Worker nearly touched live wiring but avoided injury.,Dockyard North,Near Miss,No,N/A
Skyler Brown,Harper Walker,21 August 2024,09:36,HR,high-voltage wiring was discovered before harm occurred.,Warehouse A,Near Miss,No,N/A
Spencer Reed,Riley Cooper,08 May 2025,05:54,Operations,Worker nearly touched live wiring but avoided injury.,Cafeteria,Near Miss,No,N/A
Skyler Reed,Jamie Walker,01 May 2025,08:45,Procurement,asbestos was discovered before harm occurred.,Dockyard South,Near Miss,No,N/A
Sawyer Foster,Avery Lee,05 January 2025,22:27,IT,asbestos was discovered before harm occurred.,Tool Crib,Near Miss,No,N/A
Finley Bennett,Reese Robinson,02 July 2024,19:45,Customer Service,high-voltage wiring was discovered before harm occurred.,Warehouse B,Near Miss,No,N/A
Jamie Clark,Riley Johnson,13 May 2024,21:22,Communications,toxic fumes was discovered before harm occurred.,Dockyard North,Near Miss,No,N/A
Sawyer Mitchell,Finley Reed,29 February 2024,11:11,Customer Service,toxic fumes was discovered before harm occurred.,Tool Crib,Near Miss,No,N/A
Taylor Davis,Spencer Bennett,19 July 2024,16:12,Health & Safety,Worker nearly touched live wiring but avoided injury.,Training Room,Near Miss,No,N/A
Morgan Bennett,Skyler Morgan,16 March 2025,05:57,Operations,Worker nearly stepped into an open hatch but avoided injury.,Warehouse A,Near Miss,No,N/A
Rowan Parker,Reese Graham,31 August 2024,23:41,Finance,asbestos was discovered before harm occurred.,Tool Crib,Near Miss,No,N/A
Charlie Walker,Drew Cooper,10 November 2024,01:16,Training & Development,high-voltage wiring was discovered before harm occurred.,Tool Crib,Near Miss,No,N/A
Alex Morgan,Skyler Smith,27 May 2025,19:24,Operations,Unsecured ladder almost fell from ship deck.,Dockyard North,Near Miss,No,N/A
Taylor Cooper,Logan Walker,08 January 2024,05:42,HR,Worker nearly stepped into an open hatch but avoided injury.,Shipyard Pier,Near Miss,No,N/A
Logan Graham,Quinn Parker,01 February 2025,02:01,Fleet Management,toxic fumes was discovered before harm occurred.,Dry Dock 2,Near Miss,No,N/A
Skyler Walker,Morgan Payne,02 April 2024,13:38,Finance,Worker nearly stepped into an open hatch but avoided injury.,Shipyard Pier,Near Miss,No,N/A
Kai Reed,Jordan Reed,25 June 2025,07:29,Finance,Unsecured ladder almost fell from scaffolding.,Cafeteria,Near Miss,No,N/A
Emerson Allen,Frankie Holmes,23 February 2024,18:23,Research & Development,Unsecured toolbox almost fell from ship deck.,Dockyard South,Near Miss,No,N/A
Jordan Murphy,Finley Fisher,03 October 2024,04:20,Logistics,Unsecured toolbox almost fell from ship deck.,Paint Shop,Near Miss,No,N/A
Spencer Brown,Elliot Cooper,08 June 2024,12:23,Communications,toxic fumes was discovered before harm occurred.,Dry Dock 1,Near Miss,No,N/A
Reese Bennett,Alex Graham,17 January 2025,00:34,Warehouse,high-voltage wiring was discovered before harm occurred.,Shipyard Pier,Near Miss,No,N/A
Sawyer Walker,Jesse Smith,26 March 2024,07:56,Training & Development,Worker nearly stepped into an open hatch but avoided injury.,Paint Shop,Near Miss,No,N/A
Skyler Bailey,Dakota Sullivan,04 March 2025,17:31,Warehouse,asbestos was discovered before harm occurred.,Office - Admin Block,Near Miss,No,N/A
Skyler Pearson,Taylor Holmes,09 September 2024,05:49,Environmental Services,Unsecured ladder almost fell from ladder.,Tool Crib,Near Miss,No,N/A
Sydney Robinson,Charlie Morgan,01 August 2025,16:46,Health & Safety,asbestos was discovered before harm occurred.,Main Gate Security,Near Miss,No,N/A
Chris Bennett,Kai Allen,31 January 2025,07:27,Dockyard Operations,Unsecured ladder almost fell from scaffolding.,Training Room,Near Miss,No,N/A
Logan Cooper,Quinn Johnson,24 October 2024,05:54,Fleet Management,Unsecured toolbox almost fell from ship deck.,Main Gate Security,Near Miss,No,N/A
Sydney West,Skyler Davis,15 March 2024,20:44,Communications,Unsecured toolbox almost fell from scaffolding.,Dry Dock 2,Near Miss,No,N/A
Emerson Davis,Spencer Morgan,14 November 2024,09:37,Customer Service,asbestos was discovered before harm occurred.,Cafeteria,Near Miss,No,N/A
Drew West,Skyler Pearson,31 October 2024,03:53,Communications,Unsecured toolbox almost fell from scaffolding.,Electrical Bay,Near Miss,No,N/A
Dakota Bennett,Kai Cooper,14 March 2024,01:50,Health & Safety,Unsecured ladder almost fell from ladder.,Tool Crib,Near Miss,No,N/A
Blake Allen,Jamie Parker,03 January 2024,11:44,Fleet Management,toxic fumes was discovered before harm occurred.,Paint Shop,Near Miss,No,N/A
Sydney Lewis,Spencer Morgan,29 April 2024,12:48,Legal,high-voltage wiring was discovered before harm occurred.,Warehouse B,Near Miss,No,N/A
Jesse Parker,Reese Morgan,22 March 2024,16:36,Operations,Unsecured ladder almost fell from ladder.,Paint Shop,Near Miss,No,N/A
Alex Clark,Dakota Robinson,18 June 2024,22:49,Customer Service,Unsecured toolbox almost fell from ship deck.,Maintenance Shed,Near Miss,No,N/A
Chris Graham,Reese Mitchell,11 February 2024,02:08,Customer Service,Unsecured pipe almost fell from scaffolding.,Tool Crib,Near Miss,No,N/A
Riley Murray,Cameron Holmes,22 May 2025,02:52,Communications,Unsecured toolbox almost fell from ladder.,Maintenance Shed,Near Miss,No,N/A
Chris Parker,Elliot Holmes,21 April 2025,08:15,Quality Assurance,Worker nearly slipped on an oily surface but avoided injury.,Cafeteria,Near Miss,No,N/A
Quinn Smith,Blake Pearson,04 August 2025,02:33,Logistics,Unsecured ladder almost fell from scaffolding.,Paint Shop,Near Miss,No,N/A
Quinn Allen,Jordan Clark,07 April 2025,09:14,Training & Development,Unsecured toolbox almost fell from ship deck.,Reception Area,Near Miss,No,N/A
Rowan Sullivan,Quinn Graham,06 January 2024,22:39,Procurement,Unsecured ladder almost fell from scaffolding.,Office - Admin Block,Near Miss,No,N/A
Spencer Hughes,Riley Holmes,15 February 2025,09:12,Engineering,Worker nearly stepped into an open hatch but avoided injury.,Maintenance Shed,Near Miss,No,N/A
Jordan Fisher,Charlie Holmes,17 May 2025,08:16,Quality Assurance,asbestos was discovered before harm occurred.,Maintenance Shed,Near Miss,No,N/A
Spencer Fisher,Alex Smith,01 July 2025,00:44,Environmental Services,Worker nearly slipped on an oily surface but avoided injury.,Cafeteria,Near Miss,No,N/A
Drew Robinson,Cameron Ward,23 March 2024,20:00,Communications,Unsecured pipe almost fell from ship deck.,Fleet Garage,Near Miss,No,N/A
Cameron Ward,Charlie Hughes,24 May 2025,11:21,Operations,Unsecured ladder almost fell from scaffolding.,Training Room,Near Miss,No,N/A
Casey Allen,Avery Bailey,01 January 2025,14:36,Security,Worker nearly stepped into an open hatch but avoided injury.,Warehouse A,Near Miss,No,N/A
Emerson Murphy,Peyton Allen,18 July 2025,04:59,Fleet Management,Unsecured ladder almost fell from scaffolding.,Fleet Garage,Near Miss,No,N/A
Sawyer Davis,Jordan Fisher,20 May 2025,18:52,Fleet Management,high-voltage wiring was discovered before harm occurred.,Dockyard South,Near Miss,No,N/A
Skyler Walker,Frankie Johnson,23 November 2024,08:39,Customer Service,asbestos was discovered before harm occurred.,Dockyard North,Near Miss,No,N/A
Blake Payne,Jordan Pearson,09 June 2025,11:33,Fleet Management,asbestos was discovered before harm occurred.,Shipyard Pier,Near Miss,No,N/A
Peyton Johnson,Sydney Graham,09 March 2024,17:00,Operations,Unsecured pipe almost fell from ship deck.,Dry Dock 2,Near Miss,No,N/A
Frankie Brown,Quinn Lewis,13 March 2024,20:54,Logistics,Unsecured ladder almost fell from ladder.,Dry Dock 2,Near Miss,No,N/A
Kai Allen,Jordan Clark,08 January 2025,10:17,Procurement,Worker nearly stepped into an open hatch but avoided injury.,Reception Area,Near Miss,No,N/A
Rowan Payne,Sydney Davis,26 March 2024,17:57,IT,Unsecured pipe almost fell from ladder.,Paint Shop,Near Miss,No,N/A
Finley Smith,Rowan Robinson,28 October 2024,15:31,Finance,toxic fumes was discovered before harm occurred.,Dry Dock 2,Near Miss,No,N/A
Taylor Payne,Harper Mitchell,04 August 2025,15:35,Operations,toxic fumes was discovered before harm occurred.,Warehouse A,Near Miss,No,N/A
Logan Davis,Avery Morgan,16 November 2024,17:13,Customer Service,toxic fumes was discovered before harm occurred.,IT Server Room,Near Miss,No,N/A
Peyton Mitchell,Reese Holmes,06 October 2024,10:55,Legal,Worker nearly touched live wiring but avoided injury.,IT Server Room,Near Miss,No,N/A
Jamie Murray,Reese Robinson,09 April 2024,17:17,Legal,Worker nearly stepped into an open hatch but avoided injury.,Maintenance Shed,Near Miss,No,N/A
Spencer Pearson,Avery Ward,12 June 2024,06:59,Logistics,toxic fumes was discovered before harm occurred.,IT Server Room,Near Miss,No,N/A
Elliot Foster,Cameron Murray,29 April 2025,01:23,Finance,toxic fumes was discovered before harm occurred.,Office - Admin Block,Near Miss,No,N/A
Elliot Johnson,Morgan Robinson,08 February 2024,14:59,Customer Service,toxic fumes was discovered before harm occurred.,Warehouse A,Near Miss,No,N/A
Frankie Johnson,Spencer Robinson,29 April 2024,20:04,Health & Safety,high-voltage wiring was discovered before harm occurred.,Shipyard Pier,Near Miss,No,N/A
Avery Walker,Drew Bailey,06 September 2024,18:06,Procurement,asbestos was discovered before harm occurred.,Shipyard Pier,Near Miss,No,N/A
Jesse Fisher,Cameron Murphy,07 September 2024,11:33,Fleet Management,Unsecured ladder almost fell from ladder.,Reception Area,Near Miss,No,N/A
Quinn Allen,Casey Kennedy,17 July 2025,09:18,Security,high-voltage wiring was discovered before harm occurred.,Reception Area,Near Miss,No,N/A
Kai Cooper,Peyton Murray,24 March 2025,11:12,IT,Worker nearly stepped into an open hatch but avoided injury.,Electrical Bay,Near Miss,No,N/A
Peyton Bennett,Avery Fisher,12 December 2024,19:51,Finance,Unsecured ladder almost fell from scaffolding.,Cafeteria,Near Miss,No,N/A
Charlie Morgan,Riley Foster,23 July 2025,17:22,Communications,high-voltage wiring was discovered before harm occurred.,Training Room,Near Miss,No,N/A
Riley Reed,Sawyer Smith,08 August 2024,02:07,Customer Service,Unsecured ladder almost fell from scaffolding.,Dry Dock 1,Near Miss,No,N/A
Casey Reed,Avery Robinson,04 December 2024,21:13,HR,Unsecured toolbox almost fell from ladder.,Cafeteria,Near Miss,No,N/A
Skyler Robinson,Sawyer Ward,25 June 2024,00:35,Legal,high-voltage wiring was discovered before harm occurred.,Main Gate Security,Near Miss,No,N/A
Sydney Bailey,Skyler Graham,06 May 2024,15:40,Legal,high-voltage wiring was discovered before harm occurred.,Shipyard Pier,Near Miss,No,N/A
Spencer Davis,Charlie Brown,07 June 2024,20:42,Research & Development,Worker nearly slipped on an oily surface but avoided injury.,Warehouse B,Near Miss,No,N/A
Rowan Foster,Dakota Cooper,19 June 2025,01:09,Health & Safety,asbestos was discovered before harm occurred.,Fuel Depot,Near Miss,No,N/A
Alex Murray,Dakota Smith,01 June 2025,22:29,Research & Development,Unsecured ladder almost fell from scaffolding.,Maintenance Shed,Near Miss,No,N/A
Riley West,Jordan Robinson,08 September 2024,19:40,Engineering,Worker nearly slipped on an oily surface but avoided injury.,Electrical Bay,Near Miss,No,N/A
Kai Murphy,Peyton Bailey,05 December 2024,04:06,Finance,high-voltage wiring was discovered before harm occurred.,Electrical Bay,Near Miss,No,N/A
Taylor Bennett,Cameron Morgan,24 February 2025,03:56,Fleet Management,Unsecured pipe almost fell from scaffolding.,Electrical Bay,Near Miss,No,N/A
Finley West,Reese Fisher,02 March 2024,20:18,Finance,high-voltage wiring was discovered before harm occurred.,Fleet Garage,Near Miss,No,N/A
Alex Ward,Sawyer Pearson,30 August 2024,20:22,Procurement,Worker nearly slipped on an oily surface but avoided injury.,Cafeteria,Near Miss,No,N/A
Cameron Kennedy,Quinn Mitchell,19 July 2024,07:58,Environmental Services,Worker nearly stepped into an open hatch but avoided injury.,Maintenance Shed,Near Miss,No,N/A
Riley Walker,Skyler Pearson,03 January 2025,05:35,Warehouse,Unsecured ladder almost fell from ladder.,Warehouse B,Near Miss,No,N/A
Logan Cooper,Dakota Smith,22 January 2024,23:24,Procurement,Unsecured ladder almost fell from ladder.,Main Gate Security,Near Miss,No,N/A
Avery Foster,Sydney Fisher,02 April 2024,20:14,Engineering,Unsecured pipe almost fell from scaffolding.,Shipyard Pier,Near Miss,No,N/A
Harper Bailey,Blake Foster,17 March 2025,03:25,Training & Development,Worker nearly touched live wiring but avoided injury.,Maintenance Shed,Near Miss,No,N/A
Riley Hughes,Peyton Bennett,23 February 2024,02:31,Warehouse,Unsecured ladder almost fell from scaffolding.,Cafeteria,Near Miss,No,N/A
Skyler Holmes,Jordan Foster,06 November 2024,07:47,Security,Unsecured toolbox almost fell from scaffolding.,Tool Crib,Near Miss,No,N/A
Taylor Ward,Sawyer Morgan,08 August 2024,13:03,Facilities,Worker nearly slipped on an oily surface but avoided injury.,Dry Dock 1,Near Miss,No,N/A
Casey Ward,Harper Mitchell,25 March 2025,18:25,Customer Service,Worker nearly slipped on an oily surface but avoided injury.,Tool Crib,Near Miss,No,N/A
Sydney Graham,Harper Ward,20 February 2025,16:58,Engineering,Worker nearly touched live wiring but avoided injury.,Engineering Workshop,Near Miss,No,N/A
Charlie Reed,Chris Graham,18 July 2025,20:30,Procurement,Unsecured ladder almost fell from ladder.,Dry Dock 1,Near Miss,No,N/A
Chris Pearson,Riley Hughes,16 April 2025,11:18,Quality Assurance,toxic fumes was discovered before harm occurred.,Engineering Workshop,Near Miss,No,N/A
Taylor Smith,Blake Allen,30 July 2024,23:23,Finance,Unsecured toolbox almost fell from scaffolding.,Warehouse B,Near Miss,No,N/A
Casey Murray,Charlie Pearson,06 June 2025,09:29,Fleet Management,high-voltage wiring was discovered before harm occurred.,Maintenance Shed,Near Miss,No,N/A
Alex Murray,Casey Cooper,30 March 2024,02:32,Quality Assurance,Worker nearly stepped into an open hatch but avoided injury.,Reception Area,Near Miss,No,N/A
Dakota Murray,Cameron Holmes,23 December 2024,15:38,Research & Development,high-voltage wiring was discovered before harm occurred.,Dry Dock 1,Near Miss,No,N/A
Morgan Mitchell,Drew Bailey,26 September 2024,15:59,Legal,Worker nearly stepped into an open hatch but avoided injury.,Reception Area,Near Miss,No,N/A
Spencer Foster,Skyler Allen,14 February 2024,01:43,IT,high-voltage wiring was discovered before harm occurred.,Warehouse B,Near Miss,No,N/A
Sydney Ward,Logan Reed,14 December 2024,15:13,Health & Safety,Unsecured ladder almost fell from ship deck.,Dry Dock 1,Near Miss,No,N/A
Cameron Ward,Jesse Cooper,05 June 2025,01:29,Dockyard Operations,asbestos was discovered before harm occurred.,Paint Shop,Near Miss,No,N/A
Harper Davis,Drew Parker,19 November 2024,11:42,Warehouse,asbestos was discovered before harm occurred.,Dry Dock 2,Near Miss,No,N/A
Logan Murphy,Peyton Clark,23 January 2024,16:59,Operations,Worker nearly slipped on an oily surface but avoided injury.,Office - Admin Block,Near Miss,No,N/A
